"Position","Title","Domain","Ref Domains","Alexa Rank","Matches","Matched Links","External Referring URLs","Indexed URLs","Crawled URLs","First Crawled","Last Successful Crawl","IP","SubNet","Country Code","TLD","Trust Flow","Citation Flow","Topical Trust Flow Topic 0","Topical Trust Flow Value 0","Topical Trust Flow Topic 1","Topical Trust Flow Value 1","Topical Trust Flow Topic 2","Topical Trust Flow Value 2","Topical Trust Flow Topic 3","Topical Trust Flow Value 3","Topical Trust Flow Topic 4","Topical Trust Flow Value 4","Topical Trust Flow Topic 5","Topical Trust Flow Value 5","Topical Trust Flow Topic 6","Topical Trust Flow Value 6","Topical Trust Flow Topic 7","Topical Trust Flow Value 7","Topical Trust Flow Topic 8","Topical Trust Flow Value 8","Topical Trust Flow Topic 9","Topical Trust Flow Value 9","Links Per Crawled Url","Outlink Checked Pages","Average Internal Outlinks Per Page","Average External Outlinks Per Page","Average Total Outlinks Per Page","Average External Domains Per Page","Domain Language 0","Domain Language Page Ratio 0","Domain Language 1","Domain Language Page Ratio 1","Domain Language 2","Domain Language Page Ratio 2","Total Inbound Links","Supplemental","Live","Lost","From Deep Links","From Homepages","Direct","Indirect","Follow","NoFollow","HTTP","HTTPS","Redirect","Text Link","Image Link","Frame","In Bucket"
58,"volleybal.nl","volleybal.nl",1237,-1,0,89,994932,47897,47047,22/10/2024,18/02/2025,"93.119.12.23","93.119.12.0","RO","nl",52,48,"Sports/Volleyball",51,"Recreation",32,"Regional/Europe",27,"Sports/Water Sports",18,,0,,0,,0,,0,,0,,0,0.0,34570,51,11,62,7,"nl",99.9,,,,,89,0,89,0,89,0,89,0,89,0,0,89,0,89,0,0,
59,"RaceXpress | Passie voor Autosport en Formule 1","racexpress.nl",824,549577,0,87,541930,440234,390720,22/10/2024,18/02/2025,"185.130.227.66","185.130.227.0","NL","nl",29,64,"Sports/Motorsports",29,"Recreation/Autos",11,"Business/Financial Services",11,"Recreation/Motorcycles",11,,0,,0,,0,,0,,0,,0,0.0,386157,16,1,17,1,"nl",99.8,"en",0.1,,,94,7,90,4,94,0,94,0,94,0,0,94,0,94,0,0,
60,"Solu.co - Technology News Blog","solu.co",1043,-1,0,87,6404,8149,7771,22/10/2024,18/02/2025,"172.67.178.243","172.67.178.0","US","co",11,39,"Computers/Data Formats",11,"Arts/Radio",6,"Business/Marketing and Advertising",5,"Society/People",4,,0,,0,,0,,0,,0,,0,0.01,4225,49,3,52,3,"en",100.0,,,,,87,0,87,0,87,0,0,87,0,87,0,87,0,87,0,0,
61,"Sportnieuws.nl - Altijd alles over sport | Sportnieuws.nl","sportnieuws.nl",1901,225148,0,84,84960,453800,367789,22/10/2024,18/02/2025,"184.86.103.222","184.86.103.0","US","nl",21,51,"News/Newspapers",19,"Sports/Soccer",17,"Sports/Martial Arts",17,"News",16,"Computers/Internet/Searching",15,"Computers/Internet",15,"Arts/Design",14,"Arts/Photography",14,"News/Journalism",13,"Society/People",13,0.0,227199,69,7,76,4,"nl",97.1,"en",2.8,,,84,0,82,2,84,0,83,1,84,0,0,84,0,84,0,0,
62,"TOP 10 on Streaming in the World • FlixPatrol","flixpatrol.com",3575,69330,0,83,31206,4304704,171588,22/10/2024,18/02/2025,"77.93.193.13","77.93.193.0","CZ","com",23,49,"Arts/Movies",23,"Arts/Genres",11,"Home/Family",11,"News/Media Industry",11,"Arts/Literature",10,"Society/People",10,"Computers/Internet/Searching",9,"Arts/Comics",9,,0,,0,0.0,136516,144,1,145,1,"en",99.7,,,,,329,246,325,4,329,0,329,0,329,0,0,329,0,247,82,0,
63,"StreamFat.com | Your Streaming Guide","streamfat.com",3,-1,0,80,3,878916,486281,23/10/2024,30/11/2024,"188.114.96.1","188.114.96.0","US","com",0,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,473250,63,8,71,5,"en",31.2,"es",29.6,"de",29.4,160,80,158,2,160,0,160,0,0,160,0,160,0,80,80,0,
64,"FilmTotaal - Hét online Filmoverzicht","filmtotaal.nl",1829,70087,0,77,224251,814464,447622,22/10/2024,05/02/2025,"89.41.169.71","89.41.169.0","RO","nl",52,57,"Arts/Television",52,"Computers/Internet/Searching",20,"Arts/Movies",17,"Computers/Internet",16,,0,,0,,0,,0,,0,,0,0.0,436385,54,4,58,3,"nl",99.9,,,,,77,0,77,0,77,0,74,3,3,74,0,77,0,77,0,0,
65,"SerieTotaal - voor liefhebbers van tv-series","serietotaal.nl",827,137713,0,74,5966,211189,206252,22/10/2024,18/02/2025,"178.248.154.130","178.248.154.0","NL","nl",19,46,"Arts/Television",19,"Arts/Movies",14,"Computers/Internet/Searching",10,"Regional/Europe",9,,0,,0,,0,,0,,0,,0,0.0,189828,38,4,42,3,"nl",99.9,,,,,76,2,76,0,76,0,76,0,0,76,0,76,0,76,0,0,
66,"SatBeams - Home","satbeams.com",3922,121398,0,72,219337,202169,134265,22/10/2024,18/02/2025,"185.132.179.45","185.132.179.0","AE","com",50,54,"Arts/Television",50,"Science/Astronomy",17,"Computers/Internet/Access Providers",16,,0,,0,,0,,0,,0,,0,,0,0.0,116788,43,10,53,9,"en",99.8,"nn",0.1,,,79,7,67,12,79,0,0,79,79,0,0,79,0,79,0,0,
67,,"freesports.tv",493,-1,0,72,11247,75,73,01/12/2024,,"54.77.174.86","54.77.174.0","IE","tv",9,24,"Arts/Television",8,"Computers/Programming/Languages",8,"Sports/Soccer",8,"Sports/Golf",7,"Games/Gambling",5,"Sports/Basketball",4,"Computers/Programming",4,"Arts/Visual Arts",4,"Reference/Education",3,,0,0.99,72,0,1,1,1,,,,,,,72,0,72,0,68,4,72,0,72,0,7,65,0,72,0,0,
68,,"3point.dk",960,492452,0,66,11716,18933,16143,22/10/2024,12/02/2025,"94.231.103.145","94.231.103.0","DK","dk",10,38,"Sports/Team Handball",10,"Sports/Golf",7,"Arts/Television",5,"Sports/Resources",4,"News/Weather",4,"Games/Online",4,"Sports/Hockey",4,,0,,0,,0,0.0,7040,18,3,21,3,"da",99.6,"en",0.3,,,66,0,49,17,66,0,66,0,66,0,0,66,0,0,0,66,
69,"Au-e.COM | Best service for you","au-e.com",1466,-1,0,66,483378,4912954,772082,22/10/2024,17/02/2025,"172.67.153.182","172.67.153.0","US","com",10,47,"Arts/Performing Arts",9,"Regional/Europe",9,"Society",8,"Society/People",8,"Arts",7,"Arts/Movies",7,"Home/Homeowners",7,"Recreation/Pets",7,"Society/Religion and Spirituality",7,"Business",7,0.0,747521,18,4,22,3,"en",96.4,"de",0.5,"es",0.4,66,0,66,0,66,0,0,66,0,66,0,66,0,0,66,0,
70,"Spotify - Web Player: Music for everyone","spotify.com",881299,61,0,65,603147228,33202966,1390284,22/10/2024,18/02/2025,"35.186.224.24","35.186.224.0","US","com",91,78,"Arts/Music",87,"Arts/Radio",66,"Business/Arts and Entertainment",65,"Reference/Education",59,"Society/Religion and Spirituality",58,"Computers/Programming/Internet",55,"Regional/Europe",55,"Recreation/Travel",52,"Arts",49,"Computers/Software/Internet",48,0.0,727113,0,0,0,0,"en",88.1,"es",1.9,"de",1.7,65,0,33,32,65,0,0,65,65,0,0,65,0,65,0,0,
71,"Oppna - filförlängningsdatabas","oppna.info",218,740076,0,63,398,50048,49234,22/10/2024,18/02/2025,"104.21.30.72","104.21.30.0","US","info",0,27,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,47574,16,1,17,1,"sv",99.5,"en",0.4,,,63,0,63,0,63,0,63,0,63,0,0,63,0,63,0,0,
72,"TNA Wrestling","tnawrestling.com",5799,-1,0,61,408148,86034,62238,22/10/2024,18/02/2025,"44.206.72.107","44.206.72.0","US","com",27,52,"Sports/Wrestling",27,"Society/People",17,"Business",17,"Arts/Animation",16,"News/Journalism",15,"Computers/Software/Operating Systems",11,,0,,0,,0,,0,0.0,36784,19,7,26,5,"en",95.7,"ru",3.9,,,61,0,61,0,61,0,0,61,61,0,0,61,0,61,0,0,
73,"Internet Commentator Database - Football","icdb.tv",810,-1,0,56,9639,3891132,471459,22/10/2024,18/02/2025,"172.67.75.18","172.67.75.0","US","tv",19,38,"Sports/Soccer",19,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,237717,123,18,141,9,"en",99.8,,,,,56,0,56,0,56,0,20,36,56,0,0,56,0,3,53,0,
74,"LFC.se - svenska supporterklubben","lfc.se",334,740005,0,53,35336,364808,339642,22/10/2024,05/12/2024,"172.67.73.15","172.67.73.0","US","se",38,54,"Sports/Soccer",38,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,274642,22,2,24,1,"sv",99.9,,,,,53,0,53,0,53,0,53,0,53,0,0,53,0,0,0,53,
75,"Ett Ã¶gonblick baraâ€¦","em-fotboll.se",445,826487,0,53,9335,9430,9019,22/10/2024,10/02/2025,"46.16.234.81","46.16.234.0","SE","se",5,25,"Computers/Internet/Web Design and Development",5,"Regional/Europe",4,"Sports/Soccer",4,"Recreation/Collecting",4,"Arts/Visual Arts",3,"Recreation/Radio",2,"Science/Environment",2,"Business/Transportation and Logistics",2,,0,,0,0.01,2155,27,1,28,1,"sv",87.6,"en",10.5,"pt",1.1,53,0,28,25,53,0,53,0,53,0,0,53,0,0,0,53,
76,"Which TV Channel - Live sports broadcasts and streams","whichtvchannel.com",8,-1,0,52,12,155,154,28/10/2024,18/02/2025,"104.21.5.184","104.21.5.0","US","com",0,19,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.34,154,1,22,23,20,"en",100.0,,,,,104,52,104,0,104,0,104,0,0,104,0,104,0,52,52,0,
77,"Football España - The home of Spanish football","football-espana.net",6952,77213,0,51,395986,345436,320306,22/10/2024,12/12/2024,"35.197.243.217","35.197.243.0","EU","net",20,57,"Sports/Soccer",20,"Computers/Internet/Searching",15,"News/Media Industry",11,"Sports/Resources",11,"Business/Marketing and Advertising",9,"Computers/Internet/On the Web",9,"Arts/Television",9,,0,,0,,0,0.0,237563,16,3,19,1,"en",99.9,,,,,51,0,50,1,51,0,51,0,51,0,0,51,0,51,0,0,
78,"Dartsnieuws.com | Al het laatste Dartsnieuws van de PDC en WDF","dartsnieuws.com",485,361990,0,51,326181,374453,367352,22/10/2024,18/02/2025,"104.21.112.1","104.21.112.0","US","com",14,46,"Sports/Resources",13,"Home/Consumer Information",12,"Sports/Darts",12,"Sports/Wrestling",11,"Arts/Movies",11,"Sports/Soccer",10,"Shopping/Sports",10,"Computers/Mobile Computing",10,"Recreation/Humor",10,"Society/Politics",9,0.0,274090,18,2,20,2,"nl",99.9,,,,,51,0,42,9,51,0,51,0,51,0,0,51,0,51,0,0,
79,"Cineuropa - the best of european cinema","cineuropa.org",10500,97185,0,49,411224,1248012,284015,29/10/2024,18/02/2025,"141.94.171.114","141.94.171.0","UK","org",32,60,"Arts/Movies",31,"Arts/People",25,"Computers/Internet/On the Web",21,"Business/Arts and Entertainment",19,"Arts",18,"Business",17,"Society/People",16,"Regional/Europe",16,"Arts/Music",15,"Arts/Visual Arts",15,0.0,277582,73,8,81,6,"en",43.4,"fr",26.2,"it",17.3,49,0,49,0,49,0,49,0,49,0,0,49,0,49,0,0,
80,"Red and White Kop: Independent Liverpool FC Forum","redandwhitekop.com",973,110760,0,48,85549,4273975,427259,22/10/2024,18/02/2025,"46.4.94.105","46.4.94.0","DE","com",44,48,"Sports/Soccer",44,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,417000,38,5,43,3,"en",99.9,,,,,72,24,61,11,72,0,2,70,72,0,0,72,0,72,0,0,
81,"Cyazer™ | search for everything.","cyazer.com",25,-1,0,48,10868,100613,98663,31/10/2024,18/02/2025,"44.220.242.24","44.220.242.0","US","com",0,24,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,90571,128,103,231,63,"en",99.2,"da",0.3,"oc",0.1,48,0,48,0,48,0,48,0,48,0,0,48,0,48,0,0,
82,"Updownsite.com - Check your site up or down right now","updownsite.com",1014,217134,0,47,48826,2396116,241868,22/10/2024,17/02/2025,"104.21.84.224","104.21.84.0","US","com",8,42,"Society/Religion and Spirituality",8,"Computers/Internet/Web Design and Development",7,"Arts/Movies",6,"Regional/Europe",4,"Science/Math",4,"Computers/Multimedia",4,"Society",4,"Sports/Football",4,"Health/Fitness",4,"Society/Genealogy",3,0.0,235425,28,7,35,5,"en",96.8,"de",0.4,"it",0.3,47,0,47,0,47,0,0,47,0,47,0,47,0,0,47,0,
83,"Home | Celts Are Here","celtsarehere.com",559,-1,0,47,13653,145226,142062,22/10/2024,18/02/2025,"91.239.200.37","91.239.200.0","CZ","com",7,44,"Sports/Soccer",7,"Sports/Football",6,"Arts/Literature",5,"Sports/Baseball",4,"Arts/Music",3,"Society",3,"Society/People",3,"Society/Religion and Spirituality",3,"Sports/Resources",3,"Society/Politics",3,0.0,99476,24,7,31,5,"en",99.9,,,,,49,2,27,22,49,0,49,0,48,1,0,49,0,49,0,0,
84,"DeStentor.nl, het laatste nieuws uit de regio's rond Apeldoorn, Deventer en Zwolle | destentor.nl","destentor.nl",9182,26580,0,46,1580347,612379,243712,22/10/2024,14/02/2025,"2.17.100.128","2.17.100.0","EU","nl",55,55,"News/Newspapers",53,"Regional/Europe",42,"Business/Financial Services",27,"Business/Hospitality",21,"Arts/Education",21,"Computers/Internet/Web Design and Development",20,"Arts/Literature",19,"Shopping/Gifts",18,"Arts/Music",18,"Society/Military",18,0.0,161590,46,11,57,7,"nl",98.9,"af",0.6,"en",0.3,46,0,46,0,46,0,46,0,46,0,0,46,0,0,0,46,
85,"SuomiFutis | Jalkapallouutisia Suomesta ja ulkomailta","suomifutis.com",899,678085,0,44,342394,103700,102745,22/10/2024,18/02/2025,"104.26.13.148","104.26.13.0","US","com",9,44,"Sports/Soccer",8,"Society/Gay  Lesbian  and Bisexual",8,"Computers/News and Media",6,"Arts/Music",6,"News/Newspapers",5,"Regional/Europe",4,"Computers/Multimedia",4,"Arts/Television",4,"Sports/Hockey",4,,0,0.0,86097,61,8,69,7,"fi",99.9,,,,,44,0,44,0,44,0,44,0,44,0,0,44,0,0,0,44,
86,"XGN | Alles over games, films, series, tech, LEGO en F1","xgn.nl",1891,305991,0,42,41507,120215,105519,22/10/2024,13/12/2024,"188.114.97.1","188.114.97.0","US","nl",21,48,"Recreation/Pets",19,"Computers/Hardware",19,"Games/Video Games/Developers and Publishers",13,"Computers/Systems",13,"Shopping/Entertainment",13,"Society/Relationships",12,"Society/Government",11,"Health/Reproductive Health",11,"Regional/Europe",11,"Recreation/Motorcycles",11,0.0,52854,40,9,49,8,"nl",99.9,,,,,43,1,43,0,43,0,43,0,43,0,0,43,0,43,0,0,
87,"mtenis.com.pl - Indeks","mtenis.com.pl",93,-1,0,42,2081,885988,562268,22/10/2024,18/02/2025,"91.227.122.4","91.227.122.0","PL","pl",1,23,"Games/Video Games/Roleplaying",1,"Recreation/Travel",1,,0,,0,,0,,0,,0,,0,,0,,0,0.0,527517,63,5,68,3,"pl",97.6,"en",2.3,,,42,0,42,0,42,0,42,0,42,0,42,0,0,42,0,0,
88,"The Home of Kickboxing - Beyond Kickboxing","beyondkick.com",555,182242,0,41,1450,4463,4092,27/10/2024,18/02/2025,"154.53.46.120","154.53.46.0","US","com",18,29,"Sports/Martial Arts",18,"Sports/Boxing",10,,0,,0,,0,,0,,0,,0,,0,,0,0.01,4037,20,8,28,7,"en",96.8,"da",3.1,,,41,0,41,0,41,0,41,0,41,0,0,41,0,41,0,0,
89,"Ultimate Rugby Players, News, Fixtures and Live Results","ultimaterugby.com",2232,736538,0,41,36539,513540,253079,22/10/2024,18/02/2025,"52.19.50.176","52.19.50.0","IE","com",11,46,"Sports/Football",11,"Recreation",9,"Business/Opportunities",9,"Business/Associations",8,"Regional/Europe",6,"Computers/Systems",6,"Society",6,"Recreation/Pets",6,"Society/Religion and Spirituality",6,"Business/Financial Services",6,0.0,241536,48,5,53,2,"en",99.8,"da",0.1,,,41,0,41,0,41,0,0,41,0,41,0,41,0,41,0,0,
90,"Ibrox News - Ibrox News","ibroxnews.com",731,119246,0,40,26527,51479,51042,22/10/2024,18/02/2025,"172.67.73.243","172.67.73.0","US","com",16,48,"Sports/Resources",16,"Arts/Television",11,"Sports/Soccer",9,"News/Media Industry",7,,0,,0,,0,,0,,0,,0,0.0,40610,21,8,29,6,"en",99.9,,,,,40,0,39,1,40,0,40,0,40,0,0,40,0,40,0,0,
91,"SuomiF1 - Moottoriurheiluaiheisia uutisia päivittäin ja kovalla vauhdilla","suomif1.com",363,760856,0,39,213940,51899,51700,22/10/2024,18/02/2025,"172.67.74.60","172.67.74.0","US","com",7,43,"Computers/News and Media",7,"Arts/Music",6,"Society/Gay  Lesbian  and Bisexual",5,"Recreation/Autos",5,"Computers/Multimedia",4,"Arts/Television",4,"Sports/Soccer",4,"Sports/Hockey",4,,0,,0,0.0,45005,39,8,47,7,"fi",99.9,,,,,39,0,39,0,39,0,39,0,39,0,0,39,0,0,0,39,
92,"PZC.nl, het laatste nieuws uit Zeeland | pzc.nl","pzc.nl",5756,77254,0,38,993394,418050,174626,22/10/2024,17/02/2025,"2.17.100.203","2.17.100.0","EU","nl",53,52,"News/Newspapers",53,"Regional/Europe",28,"Computers/Internet",25,"Business/Hospitality",21,"Shopping/Gifts",18,"Science/Social Sciences",16,"Society/Genealogy",16,"Arts/Comics",16,,0,,0,0.0,112355,45,10,55,7,"nl",99.0,"af",0.5,"en",0.3,38,0,38,0,38,0,38,0,38,0,0,38,0,0,0,38,
93,"FOK.nl","fok.nl",4479,24079,0,37,302357,2437624,442070,22/10/2024,21/12/2024,"104.22.15.113","104.22.15.0","US","nl",49,50,"News/Breaking News",48,"Arts/Music",30,"Computers/Internet/Searching",19,"Business/Construction and Maintenance",18,"Regional/Europe",16,"Reference/Education",15,,0,,0,,0,,0,0.0,402201,108,10,118,7,"nl",99.8,"en",0.1,,,37,0,37,0,37,0,37,0,0,37,0,37,0,37,0,0,
94,"Tubantia.nl, het laatste nieuws uit Twente en de Achterhoek | tubantia.nl","tubantia.nl",5863,29313,0,36,874722,416456,173367,22/10/2024,17/02/2025,"23.36.79.147","23.36.79.0","US","nl",37,54,"News/Newspapers",34,"Business/Financial Services",30,"Regional/Europe",26,"Computers/Internet/Web Design and Development",22,"Reference/Education",19,"Business/Food and Related Products",19,"News/Magazines and E-zines",18,"Shopping/Gifts",18,"Business/Arts and Entertainment",17,"Sports/Soccer",17,0.0,115560,50,11,61,7,"nl",99.2,"af",0.5,"en",0.2,36,0,36,0,36,0,36,0,36,0,0,36,0,0,0,36,
95,"ED.nl, het nieuws uit Brabant en Zuid-Oost Nederland | ed.nl","ed.nl",7776,43349,0,36,1199441,496348,194124,22/10/2024,17/02/2025,"184.31.15.161","184.31.15.0","US","nl",37,57,"News/Newspapers",34,"Regional/Europe",30,"Home/Personal Finance",25,"Computers/Internet/Web Design and Development",24,"Society/Politics",20,"Arts/Other",19,"Society/Genealogy",19,"Recreation/Outdoors",18,"Shopping/Gifts",18,"Business/Marketing and Advertising",17,0.0,128450,57,12,69,8,"nl",99.2,"af",0.5,"en",0.2,36,0,36,0,36,0,36,0,36,0,0,36,0,0,0,36,
96,"Big Gold Belt Media | Entertainment, Fandoms and More!","biggoldbelt.com",47,-1,0,36,118,128657,119061,22/10/2024,18/02/2025,"104.21.35.160","104.21.35.0","US","com",13,26,"Arts/Magazines and E-zines",13,"Arts/Comics",11,"Computers/Robotics",10,"Arts/Movies",7,"Games/Video Games/News and Reviews",7,"Games/Video Games/Action",6,"Computers/Software",6,"Games/Video Games/Cheats and Hints",6,"Games/Video Games/Driving and Racing",5,,0,0.0,85999,18,8,26,6,"en",99.9,,,,,36,0,36,0,36,0,0,36,36,0,0,36,0,36,0,0,
97,"Best F1 Race Fans Blog website for all Formula 1 racing GP fans","f1-fansite.com",3995,380404,0,35,71451,111492,38129,22/10/2024,18/02/2025,"161.97.123.181","161.97.123.0","US","com",41,50,"Sports/Motorsports",41,"Computers/Internet/Searching",16,,0,,0,,0,,0,,0,,0,,0,,0,0.0,26389,52,6,58,5,"en",95.1,"fr",0.9,"nl",0.8,35,0,34,1,35,0,35,0,35,0,0,35,0,35,0,0,
98,"SCImago Media Rankings","scimagomedia.com",44,-1,0,35,905556,223018,114991,22/10/2024,07/01/2025,"159.69.32.122","159.69.32.0","DE","com",27,50,"Science/Math",22,"Science/Biology",21,"Science/Social Sciences",21,"Science/Agriculture",20,"Society/Government",19,"Science/Earth Sciences",19,"Reference/Education",19,"Health/Medicine",18,"Computers/Computer Science/Publications",18,"Regional",18,0.0,95751,58,29,87,28,"en",96.5,"pt",1.2,"es",1.0,70,35,70,0,70,0,0,70,70,0,0,70,0,35,35,0,
99,"FlickFrugal - Free Streaming Guide for Movies and TV Shows","flickfrugal.com",8,-1,0,34,9,32296,32294,01/12/2024,18/02/2025,"104.21.80.1","104.21.80.0","US","com",0,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,31768,29,6,35,6,"en",98.4,"da",1.3,,,102,68,102,0,102,0,102,0,0,102,0,102,0,34,68,0,
100,"Digi-tv.ee - Pealeht","digi-tv.ee",43,-1,0,34,505,406087,284325,22/10/2024,18/02/2025,"104.21.5.181","104.21.5.0","US","ee",31,27,"Arts/Television",31,"Computers/Internet",16,,0,,0,,0,,0,,0,,0,,0,,0,0.0,258955,77,7,84,5,"et",92.4,"en",7.3,"ru",0.1,34,0,34,0,34,0,34,0,34,0,33,1,0,34,0,0,
101,"Ett Ã¶gonblick baraâ€¦","handbolls-em.se",16,-1,0,33,41,2446,2389,31/10/2024,18/02/2025,"85.92.89.124","85.92.89.0","UK","se",0,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.01,278,26,2,28,2,"sv",90.1,"en",7.3,"pt",1.2,33,0,22,11,26,7,33,0,33,0,0,33,0,0,0,33,
102,"Nyheter - riktig journalistik gör skillnad - Göteborgs-Posten","gp.se",14169,17168,0,32,1637754,160805,67239,22/10/2024,09/02/2025,"99.84.9.63","99.84.9.0","US","se",34,49,"News/Newspapers",31,"Society/Issues",25,"Business/Publishing and Printing",24,"Business/Transportation and Logistics",23,"Regional/Europe",22,"Recreation/Boating",22,"Reference/Education",21,"Recreation/Humor",21,"Home/Rural Living",21,"Sports/Martial Arts",20,0.0,60337,23,11,34,10,"sv",99.9,,,,,32,0,32,0,32,0,32,0,32,0,0,32,0,1,0,31,
103,"Valioliiga.com | Uutiset, siirrot, sarjataulukko, ottelut ja tulokset","valioliiga.com",339,738244,0,32,9258,25547,16910,23/10/2024,18/02/2025,"104.26.6.46","104.26.6.0","US","com",8,43,"Sports/Running",8,"Computers/News and Media",7,"Arts/Music",6,"Computers/Multimedia",4,"Arts/Television",4,"Sports/Equestrian",3,"Society/Gay  Lesbian  and Bisexual",3,,0,,0,,0,0.0,15433,52,3,55,2,"fi",99.5,"en",0.4,,,32,0,32,0,32,0,32,0,32,0,0,32,0,0,0,32,
104,"What To Watch On Streaming - A Good Movie To Watch","agoodmovietowatch.com",1452,100486,0,30,5190,207077,99802,22/10/2024,18/02/2025,"172.66.47.88","172.66.47.0","US","com",19,42,"Society/People",19,"Computers/Internet/On the Web",13,"Recreation/Travel",13,"Computers/Internet/Searching",11,"Business/Telecommunications",11,"News/Newspapers",10,"News/Weblogs",10,"Reference/Directories",10,"Computers/Systems",10,"Science/Environment",10,0.0,84556,137,1,138,1,"en",99.8,"da",0.1,,,109,79,99,10,109,0,109,0,16,93,0,109,0,86,23,0,
105,"MMASucka.com","mmasucka.com",1639,271842,0,29,22803,320455,294763,22/10/2024,18/02/2025,"104.21.16.1","104.21.16.0","US","com",37,50,"Sports/Martial Arts",37,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,194396,16,1,17,1,"en",99.8,"da",0.1,,,29,0,20,9,29,0,29,0,29,0,2,27,0,29,0,0,
106,"One moment, please...","handbolls-vm.nu",64,779512,0,29,114,3381,3136,22/10/2024,05/02/2025,"172.67.198.66","172.67.198.0","US","nu",0,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.01,901,22,1,23,1,"sv",49.9,"en",49.2,"nn",0.2,29,0,23,6,23,6,29,0,29,0,0,29,0,0,0,29,
107,"DN World News | Get Latest News, World News, Today's news.Latest News & Today Headlines from world, Entertainment, Business, Sports, Health, science, technology, etc. All News in one place.","dnworldnews.com",12,-1,0,29,46,14760,9946,27/11/2024,18/02/2025,"165.232.97.198","165.232.97.0","US","com",0,18,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,4730,12,2,14,1,"en",99.9,,,,,29,0,29,0,29,0,29,0,0,29,0,29,0,29,0,0,
108,"de Gelderlander.nl, het laatste nieuws uit Gelderland | gelderlander.nl","gelderlander.nl",10826,19012,0,28,1501571,775148,293317,22/10/2024,26/01/2025,"2.17.106.176","2.17.106.0","EU","nl",57,56,"News/Newspapers",57,"Regional/Europe",26,"Sports/Soccer",20,"Business/Financial Services",19,"Business/Hospitality",19,"News/Magazines and E-zines",19,"Business/Real Estate",18,"Shopping/Gifts",18,"Arts/Comics",18,"Society/Politics",17,0.0,194786,50,11,61,7,"nl",99.1,"af",0.4,"en",0.2,28,0,28,0,28,0,28,0,28,0,0,28,0,0,0,28,
109,"Football Whispers Features, Predictions and Transfer News","footballwhispers.com",6253,198145,0,28,75661,32995,30772,24/10/2024,18/02/2025,"172.66.41.24","172.66.41.0","US","com",19,49,"Sports/Soccer",19,"Arts/Performing Arts",16,"World/Italiano",14,"News/Media Industry",14,"Games/Video Games/Sports",12,"News/Newspapers",10,"Sports/Equestrian",10,"Society/Activism",10,"Arts/Music",10,"Sports/Disabled",9,0.0,16731,46,3,49,2,"en",30.3,"ru",20.4,"nl",18.7,28,0,28,0,28,0,28,0,28,0,0,28,0,28,0,0,
110,"steeltalk.co.uk - Index page","steeltalk.co.uk",3,-1,0,28,8,96660,86915,22/10/2024,13/02/2025,"92.205.150.59","92.205.150.0","DE","uk",0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0,75567,40,6,46,6,"en",100.0,,,,,28,0,28,0,28,0,0,28,28,0,4,24,0,28,0,0,
111,"AutoRacing1.com - An Inside Look at Motorsports","autoracing1.com",3819,-1,0,28,10730,180992,135004,22/10/2024,18/02/2025,"67.217.56.22","67.217.56.0","US","com",39,36,"Sports/Motorsports",39,"Business/Financial Services",14,,0,,0,,0,,0,,0,,0,,0,,0,0.0,83673,12,13,25,0,"en",100.0,,,,,28,0,28,0,28,0,28,0,28,0,0,28,0,28,0,0,
